,id,description,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,interval,host_id_count,properties_owned
46925,35491013,Cozy Apartment Located in Midtown/Times Square,267009547,Jerry,Manhattan,Hell's Kitchen,40.7643,-73.9876,Entire home/apt,395,3,2,2019-07-07,1,152,177.0,1,single
3701,2231296,Great Location in the heart of NYC!,8312378,Ever,Manhattan,Greenwich Village,40.72926,-73.9989,Private room,119,2,146,2019-06-24,2,265,190.0,1,single
9800,7542840,Room in Upper West Side Manhattan,31799541,Eugene,Manhattan,Upper West Side,40.79452,-73.97065,Private room,75,1,12,2017-02-19,1,0,1045.0,1,single
812,289288,Perfect East Village Apartment,1502469,Max,Manhattan,East Village,40.72506,-73.98865,Entire home/apt,219,2,129,2019-05-11,1,220,234.0,1,single
414,140133,Truly Amazing Oasis In The City,622866,Daniel,Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,2019-07-05,1,277,179.0,1,single
9737,7483951,PH With Big Terrace & City View!!!!,35321797,Miyako,Brooklyn,Williamsburg,40.71802,-73.95228,Entire home/apt,250,1,1,2016-05-01,1,0,1339.0,1,single
33750,26749730,KID-friendly 2BR apartment - heart of Williamsburg,8654731,Juan,Brooklyn,Williamsburg,40.70945,-73.95843,Entire home/apt,289,30,32,2019-04-21,1,60,254.0,1,single
46,12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,Queens,Long Island City,40.74771,-73.9474,Private room,130,3,248,2019-07-01,1,215,183.0,1,single
35673,28314689,Brand New 3-Bedroom in Trendy L.E.S. #10296,213618380,Carol,Manhattan,Lower East Side,40.71935,-73.98361,Entire home/apt,600,2,33,2019-07-05,1,280,179.0,1,single
17010,13513738,"Large, bright, 2bdr Manhattan apt",74330820,Rachel,Manhattan,East Harlem,40.81454,-73.93616,Entire home/apt,130,4,6,2018-07-30,2,0,519.0,1,single
20287,16220849,☝ Your Sweet Suite Spot ☝,69189948,Ella,Manhattan,Washington Heights,40.84862,-73.93299,Private room,75,2,45,2019-07-01,3,183,183.0,1,single
10838,8354383,Artist 1.5 bedroom WHOLE apartment!,38204730,Kathy,Manhattan,Gramercy,40.73524,-73.98441,Entire home/apt,239,5,2,2019-01-05,3,30,360.0,1,single
16024,12955943,Charming 1 bed apt in Williansburg,23050317,Ana Paula,Brooklyn,Williamsburg,40.70944,-73.9492,Entire home/apt,100,7,6,2017-12-31,1,0,730.0,1,single
38554,30323806,Hidden gem... steps from Times Square,90401194,Joshua,Manhattan,Hell's Kitchen,40.76168,-73.98969,Entire home/apt,180,3,20,2019-06-25,1,79,189.0,1,single
32408,25370297,Bright & stylish apartment in Greenwich Village,13251813,Nick,Manhattan,West Village,40.73521,-73.99944,Entire home/apt,120,4,6,2019-02-17,1,1,317.0,1,single
27006,21381272,Cozy Bedroom in the Heart of Times Square,37333386,Bianca,Manhattan,Hell's Kitchen,40.76152,-73.98959,Private room,91,1,32,2019-03-19,3,181,287.0,2,few
36171,28756175,Huge Sunny Private Bedroom & Private Bathroom - BK,27186438,Kaylee,Brooklyn,East Flatbush,40.65345,-73.94881,Private room,43,6,2,2019-01-04,1,311,361.0,1,single
22602,18286031,Sunny & Cozy w/outdoor space in Bushwick/Ridgewood,77501050,Sarah,Queens,Ridgewood,40.70787,-73.90961,Private room,55,1,21,2017-11-26,1,0,765.0,1,single
37693,29881483,Apartment in greenwood heights /south slope,224706357,Fritz,Brooklyn,Sunset Park,40.66056,-74.00017,Entire home/apt,110,2,42,2019-06-24,1,90,190.0,1,single
33406,26397444,"Sunny, CENTRAL Williamsburg Room with Rooftop",20237617,Samantha,Brooklyn,Williamsburg,40.71446,-73.95992,Private room,50,1,4,2018-08-13,1,0,505.0,1,single
12932,9836940,Bright & Sunny 2-Bed - Bushwick/Bed-Stuy Border!,10664416,Ben,Brooklyn,Bedford-Stuyvesant,40.68735,-73.9196,Entire home/apt,165,3,36,2019-07-06,2,274,178.0,1,single
18058,14140552,Awesome 2bdr in the heart of the East Village,2928701,Catalina,Manhattan,East Village,40.72872,-73.98267,Entire home/apt,295,7,12,2019-05-25,2,128,220.0,1,single
15236,12186697,"Spacious, sunny room in Greenpoint",14208923,Sasha,Brooklyn,Greenpoint,40.72599,-73.94434,Private room,50,4,1,2016-04-30,1,0,1340.0,1,single
2593,1349237,"Bright, Very Spacious, & Quiet Room in Manhattan",7320160,Smyles And Diara,Manhattan,Harlem,40.80887,-73.94756,Private room,85,2,146,2019-06-30,1,129,184.0,1,single
27613,21714177,It's All Yours: Big Beautiful 1 Bedroom in Harlem,158097857,Jahmil,Manhattan,Harlem,40.81425,-73.94187,Entire home/apt,110,3,5,2018-05-28,1,0,582.0,1,single
11087,8571594,3 Bdrm Family Friendly Suite,45112353,Sherry & Ivan,Brooklyn,Bedford-Stuyvesant,40.68528,-73.92296,Entire home/apt,145,4,59,2019-05-21,1,242,224.0,1,single
46370,35224490,Brand New 2 Bedroom Apartment Next To Times Square,94092661,Mendy,Manhattan,Theater District,40.76187,-73.98599,Entire home/apt,249,1,3,2019-06-25,1,127,189.0,1,single
40869,31764572,Modern living in semi-industrial setting,78326799,Patrick,Brooklyn,Gowanus,40.68289,-73.9878,Private room,80,1,2,2019-04-07,1,0,268.0,1,single
44919,34473196,Bright & Cozy 3BR Apartment in Wall Street,258741560,Lasse,Manhattan,Financial District,40.70562,-74.00712,Entire home/apt,320,3,5,2019-07-01,1,212,183.0,1,single
23578,19073760,Private Bedroom in Ditmas,91718195,Kourosh,Brooklyn,Kensington,40.63417,-73.97541,Private room,31,25,3,2018-08-25,1,0,493.0,1,single
31789,24799552,Lovely & Sunny 2 Bedroom Home,187487947,Diego,Brooklyn,Greenpoint,40.73228,-73.95539,Entire home/apt,119,1,63,2019-06-01,6,0,213.0,1,single
27041,21397049,Tranquility & Privacy in the Concrete Jungle,11167829,Dana  (& Justin),Manhattan,Harlem,40.82794,-73.94163,Private room,50,4,3,2017-10-30,3,0,792.0,1,single
37192,29546751,Private apartment 10 min walk from train,67987135,Siyi,Brooklyn,Bedford-Stuyvesant,40.69274,-73.93481,Entire home/apt,139,1,12,2019-06-23,9,134,191.0,1,single
43622,33767467,Beautiful & Tranquil Private Room in Williamsburg,9693094,Laksmi,Brooklyn,Williamsburg,40.70734,-73.96417,Private room,71,2,5,2019-07-02,1,182,182.0,1,single
7575,5681745,Charming1 Bedroom Apt in Greenpoint,29456424,Dallas,Brooklyn,Greenpoint,40.73125,-73.95905,Entire home/apt,150,2,8,2015-11-09,1,0,1513.0,1,single
13210,9968223,Cozy Bedroom in heart of WillyBurg,23599716,Derrick,Brooklyn,Williamsburg,40.71901,-73.9594,Private room,59,3,82,2018-09-02,2,0,485.0,1,single
45055,34509302,Perfect room for road warrior 20mins to Manhattan,7832790,Michael,Queens,Astoria,40.76269,-73.91232,Private room,90,1,2,2019-06-03,2,90,211.0,1,single
29554,22690429,Huge Bright Spacious apartment to Share,167258458,East Village,Manhattan,East Village,40.7214,-73.97787,Private room,85,2,3,2018-06-07,2,0,572.0,1,single
14632,11553765,"Room in Chic, Cozy Chinatown Loft",10558652,Teddy,Manhattan,Chinatown,40.71351,-73.99692,Private room,150,5,37,2019-04-06,2,0,269.0,1,single
44625,34329708,"Luxury apt with East River views in Greenpoint, NY",9811865,Paul,Brooklyn,Greenpoint,40.73033,-73.95799,Entire home/apt,200,2,1,2019-06-17,1,0,197.0,1,single
11370,8840959,1-Bedroom in Brooklyn Brownstone,39556296,Lizzie,Brooklyn,Bedford-Stuyvesant,40.6802,-73.95768,Entire home/apt,85,3,1,2016-09-08,1,0,1209.0,1,single
188,47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,Robert,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,26,30,2012-09-03,1,364,2675.0,1,single
174,44221,Financial District Luxury Loft,193722,Coral,Manhattan,Financial District,40.70666,-74.01374,Entire home/apt,196,3,114,2019-06-20,1,0,194.0,1,single
25990,20755255,Private 1-bedroom Modern Apt in Upper Manhattan,28337487,Sebastian,Manhattan,Washington Heights,40.84962,-73.94011,Private room,60,1,11,2017-11-02,1,0,789.0,1,single
8211,6328175,Large apartment near Columbia Univ,25697753,Eduardo,Manhattan,Morningside Heights,40.80692,-73.96434,Entire home/apt,120,4,2,2016-06-22,1,0,1287.0,1,single
34730,27538237,Grand Suite in Historic Brownstone,7136700,Michelle,Brooklyn,Crown Heights,40.67166,-73.94674,Entire home/apt,115,3,34,2019-07-03,4,249,181.0,1,single
15235,12186043,Clean and Cozy Crown Heights Studio,264111,Albert,Brooklyn,Crown Heights,40.66714,-73.95819,Entire home/apt,110,2,6,2018-06-24,1,0,555.0,1,single
37364,29656826,Rare and spacious apartment. 15 mins to Manhattan.,223191465,Kiryl,Brooklyn,Williamsburg,40.71131,-73.94156,Entire home/apt,200,3,29,2019-06-09,2,144,205.0,1,single
15592,12560942,QUIET CLEAN APT IN THE HEART OF IT ALL 4,47577639,Jc,Manhattan,Chelsea,40.74137,-74.00399,Entire home/apt,185,4,49,2019-06-26,2,279,188.0,1,single
7370,5442313,3 Fully Furnished Apts 1 House!,3483450,Aswad,Brooklyn,Bedford-Stuyvesant,40.68054,-73.91374,Entire home/apt,700,1,6,2017-02-15,3,322,1049.0,2,few
17180,13606847,1 bedroom furnished with WIFI and cable. Murr Hill,53179388,Raymond,Manhattan,Midtown,40.75004,-73.97089,Entire home/apt,115,30,5,2017-10-07,10,289,815.0,1,single
22759,18424928,Beautiful 2 bedroom apartment in Park Slope!,1507779,Lara,Brooklyn,South Slope,40.66399,-73.98301,Entire home/apt,210,3,5,2019-03-08,2,3,298.0,1,single
40527,31414400,New and Upscale Space. Just like home,235305665,Dave,Manhattan,East Harlem,40.7902,-73.9463,Private room,69,1,4,2019-06-06,2,60,208.0,1,single
30375,23483266,NEW Bright-2 bath/4min to train and 10minto LGA(1),175311339,Eduardo,Queens,Jackson Heights,40.75312,-73.86479,Private room,39,2,59,2019-06-18,5,157,196.0,1,single
27158,21473096,FourTwin bunkbeds- 5 minutes from JFK,114975592,John And Colleen,Queens,Springfield Gardens,40.66668,-73.76417,Private room,90,1,2,2019-03-05,4,84,301.0,1,single
21078,16719568,Sunny 1 bedroom in the heart of Greenpoint,7857773,Caroline,Brooklyn,Greenpoint,40.72411,-73.94182,Entire home/apt,130,2,21,2018-05-25,1,0,585.0,1,single
36402,28953757,One Bed Room with a share living and kitchen apt,195251910,Ahmad,Queens,Long Island City,40.76216,-73.94109,Private room,100,1,2,2019-02-18,1,1,316.0,1,single
9296,7095534,Private BR in ABC,37191710,Kevin,Manhattan,East Village,40.72474,-73.98273,Private room,110,1,1,2015-07-23,1,0,1622.0,1,single
5339,3851719,Amazing 1brm in the Best Location,4940167,Theodora,Manhattan,Gramercy,40.73608,-73.9857,Entire home/apt,99,4,26,2017-04-27,1,0,978.0,1,single
34057,26987448,Colorful and Sunlit Bushwick!,1110208,Kat,Brooklyn,Bushwick,40.70506,-73.91731,Entire home/apt,100,2,9,2019-06-16,1,0,198.0,1,single
31015,24043603,Experience Brownstone Living in Brooklyn!,4181378,Lauren,Brooklyn,Bedford-Stuyvesant,40.68967,-73.9366,Entire home/apt,175,2,20,2019-07-01,2,357,183.0,1,single
28561,22126122,Cozy bright apartment,1931414,Vera,Manhattan,Upper West Side,40.79799,-73.97018,Private room,250,6,1,2018-07-13,1,55,536.0,1,single
33727,26739075,Brand New Brooklyn Style Hostel RM3 #2,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,40.69385,-73.95696,Shared room,36,1,18,2019-05-01,34,365,244.0,6,few
35744,28366610,Close to everything jfk subway casino,170810121,Raj,Queens,Jamaica,40.67887,-73.79243,Private room,60,2,11,2019-05-28,1,157,217.0,1,single
9016,6922490,Perfect Location! Large One Bedroom,742729,Michael,Manhattan,East Village,40.72691,-73.98534,Entire home/apt,154,2,37,2019-06-18,1,0,196.0,1,single
7637,5749382,Massive Private Bedroom/Bath and Beautiful Terrace,24911518,Erion,Manhattan,East Harlem,40.79733,-73.9363,Private room,96,21,14,2019-06-03,1,3,211.0,1,single
36038,28637001,"Room with a View, Next to Times Square!",216090534,Sophie,Manhattan,Hell's Kitchen,40.76282,-73.98847,Private room,145,2,38,2019-06-21,2,256,193.0,1,single
29462,22605114,Private room in Brooklyn !!!!,70236577,Sara,Brooklyn,Bedford-Stuyvesant,40.6925,-73.94214,Private room,58,1,11,2019-05-18,1,345,227.0,1,single
10244,7843122,Luxury Highrise Condominium,8475475,Claire,Manhattan,Upper West Side,40.78128,-73.98184,Entire home/apt,149,2,3,2016-05-22,1,0,1318.0,1,single
4813,3414607,Sweet 2 bed in Elevator Building,3640784,Marta,Brooklyn,Prospect Heights,40.68148,-73.96674,Entire home/apt,150,3,25,2019-07-06,1,18,178.0,1,single
43415,33640885,Sonder | Stock Exchange | Warm Studio + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70579,-74.01245,Entire home/apt,203,2,1,2019-05-26,327,322,219.0,23,few
46497,35275920,Cozy summer relaxation,265576141,Luke,Queens,Rockaway Beach,40.58825,-73.81208,Private room,75,1,2,2019-06-30,1,5,184.0,1,single
24980,20013255,Lavish Private bedroom by central park,115228513,Aly,Manhattan,Upper West Side,40.80263,-73.96458,Private room,99,1,90,2019-05-30,2,331,215.0,1,single
39629,30851988,Gorgeous please! Perfect for couple or two friends,111911758,Isaac,Queens,Astoria,40.75796,-73.91347,Private room,70,5,3,2019-06-14,1,69,200.0,1,single
10941,8440352,Private bedroom in great LES spot,7137049,Susie,Manhattan,Lower East Side,40.71323,-73.9878,Private room,70,1,212,2019-06-21,1,41,193.0,1,single
47527,35793455,Massive Sun Filled East Village Bedroom with Roof,28103718,Patrick,Manhattan,East Village,40.7319,-73.98981,Private room,150,3,1,2019-06-30,1,209,184.0,1,single
14696,11611809,2BR MODERN APT CONVENIENT LOCATION,1143620,Kris,Manhattan,Murray Hill,40.74742,-73.97724,Entire home/apt,229,3,1,2016-03-23,1,0,1378.0,1,single
37868,29964754,NYC Room and Balcony. Walk to Forest Hills Stadium,22175061,Suket,Queens,Forest Hills,40.72104,-73.85391,Private room,89,2,13,2019-06-30,2,24,184.0,1,single
40589,31471169,Stay at Lex,10416602,Ann,Brooklyn,Bedford-Stuyvesant,40.68928,-73.93906,Entire home/apt,130,3,6,2019-05-27,1,292,218.0,1,single
8398,6452188,The Brownstone 2 / Luxury 1 Bd Apt,276291,Simon,Manhattan,East Harlem,40.80755,-73.94141,Entire home/apt,155,3,116,2019-06-29,2,247,185.0,1,single
17134,13575747,"One bedroom in Astoria, Queens - No Hidden Fees",19477508,Vincent And Jessica,Queens,Astoria,40.76626,-73.91835,Entire home/apt,119,2,19,2019-05-31,1,0,214.0,1,single
9074,6957168,Charming Carroll Gardens 2 bed apt,22346913,Gideon,Brooklyn,Carroll Gardens,40.68153,-74.0016,Entire home/apt,220,2,118,2019-06-19,1,277,195.0,1,single
45674,34900746,Oriana - Luxury High Rise,253361623,Shradha,Manhattan,Midtown,40.75671,-73.96228,Shared room,150,1,2,2019-05-28,1,67,217.0,1,single
4688,3290309,Oasis in the heart of New York,16622685,Amanda,Manhattan,Nolita,40.72235,-73.99543,Entire home/apt,250,3,30,2019-05-24,1,173,221.0,1,single
3711,2238300,"Peaceful home, friendly area!",249753,Penny,Brooklyn,Bushwick,40.70422,-73.91405,Entire home/apt,95,5,1,2018-01-06,1,0,724.0,1,single
4313,2879157,Family Friendly Apt,6122006,Allison,Manhattan,Morningside Heights,40.81153,-73.95856,Entire home/apt,125,2,27,2019-06-16,2,0,198.0,2,few
34637,27472111,"Private .5 bath/ Queen Room Bushwick Brooklyn, NYC",2885704,Victor,Brooklyn,Bushwick,40.69383,-73.92068,Private room,35,2,43,2019-06-23,2,15,191.0,1,single
41260,32110731,"Newly renovated apartment in Bensonhurst, Brooklyn",239360406,Lili,Brooklyn,Bensonhurst,40.61487,-74.00666,Private room,70,1,15,2019-05-27,1,0,218.0,1,single
35491,28160221,Upscale Living. Home Away from Home.,205594323,Ade,Queens,Springfield Gardens,40.6675,-73.75245,Entire home/apt,185,2,30,2019-06-30,1,146,184.0,1,single
18066,14147107,"Spacious, Quiet 1 Bedroom in Hamilton Heights",76838000,Catherine,Manhattan,Harlem,40.83117,-73.94846,Entire home/apt,75,1,5,2018-08-26,1,0,492.0,1,single
35080,27812131,"Visit New York,The Local Brooklyn Way  SuperHost",210014579,Paul,Queens,Ridgewood,40.70186,-73.90467,Private room,61,1,48,2019-06-22,1,171,192.0,1,single
41212,32050983,"Hudson River/GW Bridge 
view. Spacious  room",240311383,Ana,Manhattan,Washington Heights,40.84725,-73.94274,Private room,85,2,11,2019-07-03,1,227,181.0,1,single
31877,24871779,Lovely Lincoln Center Studio,3033697,Navid,Manhattan,Upper West Side,40.78054,-73.984,Entire home/apt,137,6,5,2019-05-21,1,0,224.0,1,single
24133,19440004,Private Bedroom on  Upper East Side,4830234,Chef Menezes,Manhattan,Upper East Side,40.77594,-73.94461,Private room,100,1,51,2019-06-02,1,172,212.0,1,single
28059,21914314,PRIVATE 2 BR APT HEART OF MID-TOWN TIMES SQUARE!!,3440811,Marc,Manhattan,Hell's Kitchen,40.76062,-73.99297,Entire home/apt,85,3,28,2019-03-17,1,66,289.0,1,single
39226,30584271,"SuperBig Beautiful room,clean manhattan 30min.",229421782,Sunny,Brooklyn,East Flatbush,40.64743,-73.94356,Private room,43,3,3,2019-03-21,2,58,285.0,1,single
7030,5052897,Beautiful Manhattan 1br apartment close to subway!,26079021,Michael,Manhattan,Upper East Side,40.76173,-73.96183,Entire home/apt,249,3,85,2019-06-28,1,158,186.0,1,single
40805,31688794,Awesome 1 Br apartment,24618314,Mishka,Brooklyn,Bedford-Stuyvesant,40.68638,-73.95442,Entire home/apt,56,3,2,2019-02-18,1,0,316.0,1,single
4429,3013404,Cozy Williamsburg Apartment,15134522,Enma,Brooklyn,Williamsburg,40.70971,-73.9639,Entire home/apt,200,4,15,2017-08-18,1,95,865.0,1,single
2309,1115381,Private Room & Balcony in New York,6121678,Kamala,Brooklyn,Park Slope,40.67771,-73.98152,Private room,85,2,1,2015-09-12,1,0,1571.0,1,single
17061,13536155,"1 bedroom w/ Queen bed, 5 minutes from Manhattan.",36815239,Henry,Queens,Long Island City,40.75293,-73.93757,Private room,74,1,210,2019-06-27,1,33,187.0,1,single
4853,3458525,Modern & Cozy 1BD Garden Apt,17430718,Natasha,Manhattan,Harlem,40.81511,-73.94315,Entire home/apt,115,3,64,2019-06-19,2,211,195.0,1,single
35335,28031322,"Staten Island Gem,  4 bedroom duplex in St. George",196770644,Rafael,Staten Island,Stapleton,40.63556,-74.07623,Entire home/apt,150,2,27,2019-07-01,1,259,183.0,1,single
16569,13272041,A queen size bed with a cat near Grand Central,4920111,Emily,Manhattan,Midtown,40.75242,-73.97261,Private room,100,1,4,2016-10-09,1,0,1178.0,1,single
16103,13014556,"Private, cozy room in the heart of Crown Heights",23269902,Mia,Brooklyn,Crown Heights,40.67251,-73.95334,Private room,45,2,26,2019-06-18,1,45,196.0,1,single
10068,7727798,Room with its private bathroom and garden access,22577148,Diana,Brooklyn,Bedford-Stuyvesant,40.69461,-73.93406,Private room,86,3,91,2019-07-02,7,20,182.0,2,few
11459,8904076,Forest Hills 3 Bedroom Apartment,46574350,Sean,Queens,Forest Hills,40.71372,-73.83693,Entire home/apt,125,1,2,2016-08-10,1,0,1238.0,1,single
31727,24736254,Rustic Modern Brooklyn Apt,14577537,Tom,Brooklyn,Bedford-Stuyvesant,40.69103,-73.9288,Entire home/apt,100,30,1,2018-05-03,2,111,607.0,1,single
15700,12681868,NYC deluxe room 15 min to Manhattan,68907781,Dafni,Queens,Astoria,40.77008,-73.92878,Private room,58,2,67,2019-06-24,3,20,190.0,1,single
26298,20968000,Luxurious 1BR apt! Amazing Views & Full Amenities!,150846601,William,Manhattan,Murray Hill,40.74428,-73.97364,Entire home/apt,186,3,16,2018-01-27,1,0,703.0,1,single
31837,24843435,"Cozy bedroom conveniently located, close Manhattan",132669029,Edwin,Bronx,Throgs Neck,40.82696,-73.81927,Private room,40,4,34,2019-06-21,4,37,193.0,1,single
4736,3343299,Gorgeous brownstone- NYC living! ,16874459,Nicole,Manhattan,Kips Bay,40.74369,-73.98153,Entire home/apt,425,2,4,2015-09-14,1,0,1569.0,1,single
41908,32572058,Private 2C Room in 4BR/2BA APT in Hell's Kitchen,137274917,David,Manhattan,Hell's Kitchen,40.75978,-73.99183,Private room,115,1,16,2019-06-14,12,217,200.0,3,few
45805,34960545,Cozy 2 bedroom in the heart of Astoria,3954840,Laura,Queens,Ditmars Steinway,40.77558,-73.90506,Entire home/apt,174,2,1,2019-07-01,1,5,183.0,1,single
40747,31626307,Bright and Airy Freeman Street loft,513839,Syed,Brooklyn,Greenpoint,40.73444,-73.95658,Entire home/apt,120,30,3,2019-05-14,1,209,231.0,1,single
39753,30930990,Great location in midtown east!!!!,170223089,Dor,Manhattan,Midtown,40.76011,-73.97051,Entire home/apt,116,2,28,2019-07-01,1,99,183.0,1,single
13649,10230403,"2 room, lower level home in Queens",52573647,Terri,Queens,Rosedale,40.65108,-73.73402,Private room,85,2,9,2016-10-29,1,87,1158.0,1,single
2373,1157036,private spacious sunny bedroom,3696460,Radium,Brooklyn,Kensington,40.63381,-73.9714,Private room,50,30,10,2016-11-30,1,205,1126.0,1,single
12113,9408218,Charming One Bed Room Apartment,48784879,Olga,Manhattan,East Harlem,40.79417,-73.94331,Entire home/apt,110,2,166,2019-06-15,1,229,199.0,1,single
32097,25075209,Bright New Apt in Heart of Williamsburg!,31906423,Mike,Brooklyn,Williamsburg,40.71869,-73.95487,Entire home/apt,129,2,5,2018-07-29,1,0,520.0,1,single
8336,6404584,Tree-lined block+Roof+private rooms,33403059,Joshua,Brooklyn,Crown Heights,40.67725,-73.95994,Private room,79,5,3,2015-10-16,3,0,1537.0,1,single
